rank,score,tier,id,uuid,title,product_use,categories,spatial_type,resolution,temporal_start,temporal_end,update_frequency,license,publisher,publication_date,popularity,keywords,bbox_west,bbox_south,bbox_east,bbox_north,overlaps_nepal,landing_page,reasons
857,56,medium,23572,9179a247-4f43-419a-88e3-e222b9b45607,Protected Areas of the Kangchenjunga Landscape,none,,Vector,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-10-12,2067,Ecosystems; Landscape; Biodiversity; Kangchenjunga Landscape; Bhutan; India; Nepal; Protected Areas; Economy,87.503157,26.333527,90.040662,28.139525,true,https://rds.icimod.org/Home/DataDetail?metadataId=23572,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
858,56,medium,23555,5406daea-be76-40b2-8614-092b625064f6,Proposed conservation corridors of the Kangchenjunga Landscape,none,,Vector,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-10-12,1721,Ecosystems; Landscape; Biodiversity; Kangchenjunga Landscape; Bhutan; India; Nepal; Conservation Corridors; Economy,87.503157,26.333527,90.040662,28.139525,true,https://rds.icimod.org/Home/DataDetail?metadataId=23555,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
859,56,medium,23571,aff16574-d82d-42f7-98c4-56477bf73c55,Boundary of the Kangchenjunga Landscape,none,,Vector,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-10-12,2715,Ecosystems; Landscape; Biodiversity; Boundaries; Kangchenjunga Landscape; Bhutan; India; Nepal; Boundaries,87.50316,26.33353,90.04066,28.13953,true,https://rds.icimod.org/Home/DataDetail?metadataId=23571,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
860,56,medium,31159,6ea8f0e2-8fb8-4d78-8b2e-fe1c1639dd6b,Major cultural and historical sites in Kaiash Sacred Landscape,none,,,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2016-11-23,2869,Monastry; Temple; Dharmashala; Mount Kailash; Lake Mansarovar; Lake Rakshastal; Kailash Sacred Landscape; Nepal; Baitadi; Humla; Darchula; Pithoragarh; Pulan County; China; India; Bajhang; Geoscientific information,80.05,29.522683,81.874867,31.066667,true,https://rds.icimod.org/Home/DataDetail?metadataId=31159,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
861,56,medium,30722,b099c001-83c9-49ef-a5b7-a01025eb0e2e,The checklist of mammals of the Kailash Sacred Landscape(KSL) - Nepal,none,,,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2016-11-14,3565,Mammal; Biodiversity; Fauna; Kailash Sacred Landscape; Nepal; Baitadi; Bhajhang; Darchula; Humla; Biota,80.241555,29.308555,82.241555,30.44739,true,https://rds.icimod.org/Home/DataDetail?metadataId=30722,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
862,56,medium,35998,b17f022e-7a7b-484c-b529-342a19f8366b,Mammals of the Kangchenjunga Landscape,none,,"Text, table",,2017-01-01t00:00:00.000z,2017-01-01t00:00:00.000z,Unknown,Creative Commons Attribution 4.0 International (CC BY 4.0) | GBPNIHESD. (2014). Feasibility Assessment Report KL-India. ,ICIMOD,2019-02-04,6200,Mammals; Biodiversity; Kangchenjunga Landscape; Eastern Nepal; Sikkim and West Bengal; India; Western Bhutan; HKH-BIF; Biota,87.508,26.361,90.408,28.13,true,https://rds.icimod.org/Home/DataDetail?metadataId=35998,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
863,56,medium,36000,53bbae08-1a8b-4776-92c8-389ac7819dd3,Reptiles of the Kangchenjunga Landscape,none,,"Text, table",,2017-01-01t00:00:00.000z,2017-01-01t00:00:00.000z,Unknown,Creative Commons Attribution 4.0 International (CC BY 4.0) | GBPNIHESD. (2014). Feasibility Assessment Report KL-India. ,ICIMOD,2019-02-04,3652,Fishes; Biodiversity; Ichthyofauna; Kangchenjunga Landscape; Eastern Nepal; Sikkim and West Bengal; India; Western Bhutan; HKH-BIF; Biota,87.508,26.361,90.408,28.13,true,https://rds.icimod.org/Home/DataDetail?metadataId=36000,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
864,56,medium,35991,907efd96-944d-44de-ae92-b1aee588682c,Rhododendrons of the Kangchenjunga Landscape,none,,"Text, table",,2017-01-01t00:00:00.000z,2017-01-01t00:00:00.000z,Unknown,Creative Commons Attribution 4.0 International (CC BY 4.0) | GBPNIHESD. (2014). Feasibility Assessment Report KL-India. ,ICIMOD,2019-02-04,4680,Rhododendron; Ericaceae; Biodiversity; Flora; Kangchenjunga Landscape; Eastern Nepal; Sikkim and West Bengal; India; Western Bhutan; HKH-BIF; Biota,87.508,26.361,90.408,28.13,true,https://rds.icimod.org/Home/DataDetail?metadataId=35991,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
865,56,medium,30937,d4de2092-4b47-4796-8c3f-e9d6c9b80728,"Biophysical (Forest carbon) data of community forest in Charnawati for the year 2010, 2011, 2012 and 2013",flood / water context,hydrology,"Text, table",,2009-12-31t23:15:00.000z,2013-12-30t23:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),"ICIMOD, ANSAB and FECOFUN",2013-12-31,4379,Carbon Stock; Dense and Sparse; Watershed; Sample plot; Community Forest; Dolakha; Charnawati; Nepal; Geoscientific information,85.93327,27.58945,86.075213,27.74575,true,https://rds.icimod.org/Home/DataDetail?metadataId=30937,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
866,56,medium,30939,4af2f8a2-e1ca-4066-a8b3-4a01389ee7ca,"Biophysical (Forest carbon) data of community forest in Ludi Khola for the year 2010, 2011, 2012 and 2013",flood / water context,hydrology,"Text, table",,2009-12-31t23:15:00.000z,2013-12-30t23:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),"ICIMOD, ANSAB and FECOFUN",2013-12-31,4346,Carbon Stock; Dense and Sparse; Watershed; Sample plot; Community Forest; Gorkha; Ludi Khola; Nepal; Geoscientific information,84.55431,27.92033,84.55431,27.99439,true,https://rds.icimod.org/Home/DataDetail?metadataId=30939,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
867,56,medium,35993,072cefe5-3c2e-493e-bd87-88736dfa41ef,Birds of the Kangchenjunga Landscape,none,,"Text, table",,2017-01-01t00:00:00.000z,2017-01-01t00:00:00.000z,Unknown,Creative Commons Attribution 4.0 International (CC BY 4.0) | GBPNIHESD. (2014). Feasibility Assessment Report KL-India. ,ICIMOD,2019-02-04,4739,Birds; Biodiversity; Avifauna; Kangchenjunga Landscape; Eastern Nepal; Sikkim and West Bengal; India; Western Bhutan; HKH-BIF; Biota,87.508,26.361,90.408,28.13,true,https://rds.icimod.org/Home/DataDetail?metadataId=35993,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
868,56,medium,31153,1c7d9ca5-f0c8-44b4-afdf-10a9715f6ca5,500 meters interval of Contour profile of Kailash Sacred Landscape,none,,,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2016-11-29,2503,Contours; India; Nepal; China; Kailash Sacred Landscape; Geoscientific information,79.852669,29.310326,82.4966,31.211838,true,https://rds.icimod.org/Home/DataDetail?metadataId=31153,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
869,56,medium,22054,57cceaf5-8e16-4a6c-b030-9119ea87957d,Touristic Place of Kailash Sacred Landscape,none,,Vector,,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-07-06,1458,Kailash; Touristic; Landscape; India; Nepal; China,80.29536,29.41077,82.07182,30.82879,true,https://rds.icimod.org/Home/DataDetail?metadataId=22054,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
870,56,medium,35995,7d38e8e7-8ed5-4ddd-87a2-0144a05937c6,Fishes of the Kangchenjunga Landscape,none,,"Text, table",,2017-01-17t18:15:00.000z,2017-12-17t18:15:00.000z,Unknown,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2019-02-04,5036,Ichthyofauna; Fishes; Biodiversity; Kangchenjunga Landscape; Eastern Nepal; India; Western Bhutan; Sikkim and West Bengal; HKH-BIF; Biota,87.508,26.361,90.408,28.13,true,https://rds.icimod.org/Home/DataDetail?metadataId=35995,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
871,56,medium,1973237,27a85c69-fc9d-4ebe-b9c1-ef4a8356b778,Mountain Regions in Bhutan,terrain / base map,terrain_landcover,Grid,30 m,,,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2025-09-25,1816,mountain classification; mountain; Bhutan; Geoscientific information,88.7519,26.7036,92.1142,28.325,false,https://rds.icimod.org/Home/DataDetail?metadataId=1973237,Spatial extent overlaps HKH region; Open license (CC BY)
872,56,medium,35994,c191fe77-15d7-427f-bbdf-3d60c383f22e,Butterflies of the Kangchenjunga Landscape,none,,"Text, table",,2017-01-01t00:00:00.000z,2017-01-01t00:00:00.000z,Unknown,Creative Commons Attribution 4.0 International (CC BY 4.0) | GBPNIHESD. (2014). Feasibility Assessment Report KL-India. ,ICIMOD,2019-02-04,5103,Butterflies; Biodiversity; Kangchenjunga Landscape; Eastern Nepal; Sikkim and West Bengal; India; Western Bhutan; HKH-BIF; Biota,87.508,26.361,90.408,28.13,true,https://rds.icimod.org/Home/DataDetail?metadataId=35994,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
873,56,medium,9238,84fa373e-7711-46a4-a38c-7f5f4bd9934d,Population Growth Estimates of Koshi Basin,flood / water context,hydrology,,,2001-01-01t10:08:00.000z,2011-01-01t10:08:00.000z,As needed,Only access to partners,ICIMOD,2014-04-29,4224,Population Growth; Population estimates; Basin; Koshi Basin; Nepal; India; China; Society,85.0238,25.3334,88.9502,29.1382,true,https://rds.icimod.org/Home/DataDetail?metadataId=9238,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Long temporal baseline (≥10 years)
874,56,medium,1972699,664c00ff-60b4-4f3c-ab7d-379052436e1e,Alien Flora of Nepal at KATH,none,,"Text, table",,1926-03-05t18:30:00.000z,2018-06-13t18:15:00.000z,Unknown,KATH (National Herbarium and Plant Laboratories) (2020): Alien Flora of Nepal at KATH. v1.2. Department of Plant Resourc,KATH (National Herbarium and Plant Laboratories),2019-07-30,2733,Occurrence; Biodiversity; Flora; Alien Flora; Specimen; Nepal; HKH-BIF; Biota,79.958,26.274,88.264,30.487,true,https://rds.icimod.org/Home/DataDetail?metadataId=1972699,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Long temporal baseline (≥10 years)
875,56,medium,31123,cd6262ec-b0b0-44af-aa47-991096986d71,100 meters interval of Contour profile of Kailash Sacred Landscape,none,,,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2016-11-29,2477,Contours; India; Nepal; China; Kailash Sacred Landscape; Geoscientific information,79.850535,29.308469,82.497087,31.211744,true,https://rds.icimod.org/Home/DataDetail?metadataId=31123,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
876,56,medium,2660,399e9d7d-b1c7-46af-a48c-bf088421ae21,Land System of Nepal 1984,none,,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2007-08-29,2501,Land system; Land Resource Mapping; LRMP; Nepal; Environment,80.0522,26.36836,88.19456,30.42472,true,https://rds.icimod.org/Home/DataDetail?metadataId=2660,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
877,56,medium,31036,1bf5197c-22fd-40c2-8776-50a4f8fbf918,"Village boundary of Kailash Sacred Landscape, Nepal",none,,,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2016-11-29,4286,Village Development Committee (VDC); Boundaries; Village Development Committee (VDC); Boundaries; Baitadi; Bajhang; Darchula; Humla; Nepal; Boundaries,80.241555,29.308555,82.497496,30.44739,true,https://rds.icimod.org/Home/DataDetail?metadataId=31036,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
878,56,medium,9235,9b2aa95f-9c42-4b42-a840-669403459afa,Livestock Production of Koshi Basin,flood / water context,hydrology,,,2010-12-31t23:15:00.000z,2011-12-30t23:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2014-04-24,2373,Livestock Farming; Animal products; Basin; Agriculture; Koshi Basin; Nepal; India; China; Farming,85.0238,25.3334,88.9502,29.1382,true,https://rds.icimod.org/Home/DataDetail?metadataId=9235,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
879,56,medium,9873,276e5dfe-42a3-4ad6-a08d-bbf982c8311c,Land Cover of Bhutan 1990,terrain / base map,terrain_landcover; remote_sensing,,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-12-27T11:31:00,44291,Land cover; Land use; servircat; icimod-servir; Bhutan; Geoscientific information,88.75194,26.70361,92.11422,28.325,false,https://rds.icimod.org/Home/DataDetail?metadataId=9873,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
880,56,medium,31156,26e5bffa-1d32-4454-95b4-6703c75803e8,Aspect of Kailash Sacred Landscape,none,,,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2016-11-29,1732,Aspect; India; Nepal; Bajhang; Darchula; Humla; China; Kailash Sacred Landscape; Pulan; Pithoragarh; Baitadi; Geoscientific information,79.84997,29.30828,82.49747,31.21162,true,https://rds.icimod.org/Home/DataDetail?metadataId=31156,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
881,56,medium,22037,7e225f66-26bf-4fce-bf83-161a70fdef40,Boundary of Kailash Sacred Landscape,none,,Vector,,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-07-06,3517,Kailash; Boundaries; Landscape; India; Nepal; China; Boundaries,79.8217,29.30855,82.4974,31.2118,true,https://rds.icimod.org/Home/DataDetail?metadataId=22037,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
882,56,medium,2521,e0e362b7-0da2-46b3-9323-f301d3b281b5,Geology of Nepal,none,,Vector,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2007-10-17,7063,Geology; Geological structure; Nepal; Environment,80.0522,26.36836,88.19456,30.42472,true,https://rds.icimod.org/Home/DataDetail?metadataId=2521,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
883,56,medium,35999,ea625829-4008-4507-82cf-2ed191db0435,Non Timber Forest Products (NTFPs) of the Kangchenjunga Landscape,none,,"Text, table",,2017-01-01t00:00:00.000z,2017-01-01t00:00:00.000z,Unknown,Creative Commons Attribution 4.0 International (CC BY 4.0) | GBPNIHESD. (2014). Feasibility Assessment Report KL-India. ,ICIMOD,2019-02-04,5677,Non Timber Forest Products (NTFPs); Biodiversity; Kangchenjunga Landscape; Eastern Nepal; Sikkim and West Bengal; India; Western Bhutan; HKH-BIF; Biota,87.508,26.361,90.408,28.13,true,https://rds.icimod.org/Home/DataDetail?metadataId=35999,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
884,56,medium,9872,ba1e2feb-bf9f-4ee7-b8b9-3606d32d88ce,Land Cover of Bhutan 2000,terrain / base map,terrain_landcover; remote_sensing,,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-12-27T11:31:00,47608,Land cover; Land use; servircat; icimod-servir; Bhutan; Geoscientific information,88.75194,26.70361,92.11422,28.325,false,https://rds.icimod.org/Home/DataDetail?metadataId=9872,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
885,56,medium,22038,f9d9df97-825b-4499-96c4-13536695ed3b,Gloria site of Kailash Sacred Landscape,none,,Vector,,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-07-06,2670,Kailash; Gloria Site; Landscape; India; Nepal; China,80.652,29.950499999999998,81.7247,30.1666,true,https://rds.icimod.org/Home/DataDetail?metadataId=22038,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
886,56,medium,23566,0e742adb-3167-4ed8-beae-2d2cd6f24af9,Ecoregions of the Kangchenjunga Landscape,none,,Vector,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-10-12,4642,Ecosystems; Landscape; Biodiversity; Ecoregions; Kangchenjunga Landscape; Bhutan; India; Nepal; Economy,87.503157,26.333527,90.040662,28.139525,true,https://rds.icimod.org/Home/DataDetail?metadataId=23566,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
887,56,medium,35997,7406779b-ee85-4863-a948-580076e2f104,Insects of the Kangchenjunga Landscape,none,,"Text, table",,2017-01-01t00:00:00.000z,2017-01-01t00:00:00.000z,Unknown,Creative Commons Attribution 4.0 International (CC BY 4.0) | GBPNIHESD. (2014). Feasibility Assessment Report KL-India. ,ICIMOD,2019-02-04,5265,Insects; Biodiversity; Kangchenjunga Landscape; Eastern Nepal; Sikkim and West Bengal; India; Western Bhutan; HKH-BIF; Biota,87.508,26.361,90.408,28.13,true,https://rds.icimod.org/Home/DataDetail?metadataId=35997,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
888,55,medium,36032,fa73ac75-af14-498d-b214-886730df572e,Habitat suitability data for the takin,satellite validation,remote_sensing,,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2019-04-30,4702,Habitat Suitability; HILIFE; Transboundary Landscape; Threatened Species; Takin; Protected Areas; Far Eastern Himalayan Landscape; Myanmar; China; India; Biota,95.453438,24.62791,99.13769,28.543260000000004,false,https://rds.icimod.org/Home/DataDetail?metadataId=36032,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY)
889,55,medium,36033,4d0e4363-2065-4686-a6d5-7f94b7aa99c6,Habitat suitability data for the Himalayan black bear,satellite validation,remote_sensing,,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2019-04-30,4405,Habitat Suitability; HILIFE; Transboundary Landscape; Threatened Species; Himalayan Black Bear; Far Eastern Himalayan Landscape; Myanmar; China; India; Protected Areas; Biota,95.453438,24.62791,99.13769,28.543260000000004,false,https://rds.icimod.org/Home/DataDetail?metadataId=36033,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY)
890,55,medium,36035,83cc3053-15b4-4eea-a786-17fa979733d0,Habitat suitability data for the red panda,satellite validation,remote_sensing,,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2019-04-30,9777,Habitat Suitability; HILIFE; Transboundary Landscape; Threatened Species; Red Panda; Far Eastern Himalayan Landscape; Myanmar; China; India; Protected Areas; Biota,95.453438,24.62791,99.13769,28.543260000000004,false,https://rds.icimod.org/Home/DataDetail?metadataId=36035,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY)
891,55,medium,22501,80fb8523-0d9b-4505-8b2c-2315e2ad285f,Surface Ozone data of SUSKAT campaign of different stations,route / travel UX,route_context,"Text, table",,2013-01-31t18:15:00.000z,2014-06-30t18:15:00.000z,,,ICIMOD,2015-08-06,1916,Ozone; SUSKAT; Bode; Pakanajol; Nepal; Environment,85.2,27.6,85.55,27.7,true,https://rds.icimod.org/Home/DataDetail?metadataId=22501,Spatial extent overlaps Nepal; Explicitly mentions Nepal
892,55,medium,22497,545c673a-f928-40c7-969d-09520ba82c11,Aerosol absortion data of SUSKAT campaign of Bode stations,route / travel UX,route_context,"Text, table",,2012-12-20t18:15:00.000z,2013-01-26t18:15:00.000z,,,ICIMOD,2015-08-06,4622,Aerosol; Absortion; Bode; Bhaktapur; Nepal; Environment,85.59,27.68,85.59,27.68,true,https://rds.icimod.org/Home/DataDetail?metadataId=22497,Spatial extent overlaps Nepal; Explicitly mentions Nepal
893,55,medium,22498,fd075235-a75d-48b1-bd29-bbd4134c241b,Black Carbon data of SUSKAT campaign of different stations,route / travel UX,route_context,"Text, table",,2012-11-30t18:15:00.000z,2013-06-29t18:15:00.000z,,,ICIMOD,2015-08-06,4786,Aerosol; Black Carbon; Bode; Bhimdhunga; Nepal; Nagarkot; Naikhandi; Pakanajol; Lumbini; Environment,83.27,27.48,85.55,27.7,true,https://rds.icimod.org/Home/DataDetail?metadataId=22498,Spatial extent overlaps Nepal; Explicitly mentions Nepal
894,55,medium,22500,8c53b892-0e83-4d4a-ab56-c1eb77b7e38e,Aerosol scatter and backscatter data of SUSKAT campaign of Bode stations,route / travel UX,route_context,"Text, table",,2012-12-20t18:15:00.000z,2013-01-26t18:15:00.000z,,,ICIMOD,2015-08-06,4517,Aerosol; Scatter; Backscatter; Bode; Bhaktapur; Nepal; Environment,85.39,27.68,85.39,27.68,true,https://rds.icimod.org/Home/DataDetail?metadataId=22500,Spatial extent overlaps Nepal; Explicitly mentions Nepal
895,55,medium,1972576,d5851335-3f7f-4b13-b9e5-e7e2e6b0c2d4,Habitat suitability data for the Eastern hoolock gibbon,satellite validation,remote_sensing,,100000,2015-08-31t18:15:00.000z,2021-02-27t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2021-03-30,5094,Habitat Suitability; HILIFE; Transboundary Landscape; Eastern hoolock gibbon; Protected Areas; Far Eastern Himalayan Landscape; Myanmar; China; India; Biota,95.4534,24.6279,99.1376,28.5432,false,https://rds.icimod.org/Home/DataDetail?metadataId=1972576,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY)
896,55,medium,22502,b65b46c3-1c7a-4f03-a0b4-1d95f3dfb302,Volatile Organic Compounds data of SUSKAT campaign of Bode stations,route / travel UX,route_context,"Text, table",,2012-12-18t18:15:00.000z,2013-01-29t18:15:00.000z,,,ICIMOD,2015-08-06,4527,Volatile Organic Compounds; VOC; Bode; Bhaktapur; Nepal; Environment,85.39,27.68,85.39,27.68,true,https://rds.icimod.org/Home/DataDetail?metadataId=22502,Spatial extent overlaps Nepal; Explicitly mentions Nepal
897,55,medium,36034,25a93076-64e0-4e96-b9f0-799c6c86bee1,Habitat suitability data for the leaf deer,satellite validation,remote_sensing,,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2019-04-30,7206,Habitat Suitability; HILIFE; Transboundary Landscape; Threatened Species; Leaf Deer; Far Eastern Himalayan Landscape; Myanmar; China; India; Protected Areas; Biota,95.453438,24.62791,99.13769,28.543260000000004,false,https://rds.icimod.org/Home/DataDetail?metadataId=36034,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY)
898,54,medium,9145,0b4493fc-6cb9-473f-b9a8-6e0b3354f4c9,"Camping site locations in Central Karakoram National Park(CKNP), Pakistan.",route / travel UX,route_context,Vector,20000 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,Not planned,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2012-10-31,1570,Camping Sites; Tourism; Central Karakoram National Park (CKNP); Pakistan,74.557274,35.320937,76.703098,36.476494,false,https://rds.icimod.org/Home/DataDetail?metadataId=9145,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020)
899,54,medium,261,80e1c9aa-dc94-4d30-b67a-a1c92ddb5f04,River Basins of China,flood / water context,hydrology,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-06-30T07:27:00,2747,River Basin; Water resource management; China; Boundaries,73.62,18.1689,134.768,53.5537,true,https://rds.icimod.org/Home/DataDetail?metadataId=261,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
900,54,medium,28607,23686841-882f-4317-8d07-7c01226a99ca,Active Fire Incidents in Bhutan,route hazard / safety,hazard; terrain_landcover; remote_sensing,Vector,25000,2012-01-31t18:15:00.000z,2016-02-28t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S",ICIMOD,2012-03-01T00:00:00,46853,MODIS; Active fire; Forest fire; Disaster; servircat; icimod-servir; Bhutan; Location,88.7519,26.7036,92.11422,28.325,false,https://rds.icimod.org/Home/DataDetail?metadataId=28607,Spatial extent overlaps HKH region; Open license (CC BY); High portal popularity
901,54,medium,8732,0f32e7ce-2aa2-491c-973d-55746db7d749,Soil of Gokyo Nepal,none,,Grid,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-18T00:00:00,2402,Soil; Geology; Gokyo; Nepal; Environment,86.36,27.56,86.44,28.04,true,https://rds.icimod.org/Home/DataDetail?metadataId=8732,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
902,53,medium,1973179,0e39f693-fbfe-4b4a-aebc-55aec7de7657,Debris cover glacier melt in the Karakoram during 2021,snowline / glacier context,cryosphere,"Text, table",,2021-07-06t18:15:00.000z,2021-07-25t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2022-07-12,1907,Debris cover; melt rates; Glaciers; Karakoram; UIB; Pakistan; Geoscientific information,74.56,35.32,74.93,36.1,false,https://rds.icimod.org/Home/DataDetail?metadataId=1973179,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY)
